postcode,suburb,state,abbrev_state,lat,lon,zone
3195,Waterways,Victoria,VIC,-38.0148,145.1305,4
3195,Aspendale Gardens,Victoria,VIC,-38.0228,145.118,4
3195,Parkdale,Victoria,VIC,-37.9942,145.0734,4
3195,Aspendale,Victoria,VIC,-38.0291,145.1027,4
3196,Chelsea Heights,Victoria,VIC,-38.0333,145.1333,4
3196,Edithvale,Victoria,VIC,-38.0372,145.1097,4
3196,Bonbeach,Victoria,VIC,-38.0653,145.1228,4
3196,Chelsea,Victoria,VIC,-38.05,145.1167,4
3197,Carrum,Victoria,VIC,-38.0833,145.1333,4
3197,Patterson Lakes,Victoria,VIC,-38.0693,145.1433,4
3198,Belvedere Park,Victoria,VIC,-38.1049,145.1382,3
3198,Seaford,Victoria,VIC,-38.1,145.1333,4
3199,Karingal Centre,Victoria,VIC,-38.1278,145.15,3
3199,Frankston South,Victoria,VIC,-38.166,145.1364,4
3199,Frankston East,Victoria,VIC,-38.1333,145.1333,4
3199,Frankston,Victoria,VIC,-38.1446,145.1229,4
3199,Frankston Heights,Victoria,VIC,-38.1278,145.15,3
3199,Karingal,Victoria,VIC,-38.1604,145.1399,3
3200,Frankston North,Victoria,VIC,-38.1235,145.1484,4
3200,Pines Forest,Victoria,VIC,-38.1213,145.1552,3
3201,Carrum Downs,Victoria,VIC,-38.0997,145.1725,4
3202,Heatherton,Victoria,VIC,-37.956,145.0984,4
3204,Ormond,Victoria,VIC,-37.9039,145.0415,4
3204,Patterson,Victoria,VIC,-38.0693,145.1433,4
3204,Bentleigh,Victoria,VIC,-37.9181,145.0354,4
3204,Mckinnon,Victoria,VIC,-37.9167,145.05,4
3205,South Melbourne Dc,Victoria,VIC,-37.8335,144.9571,3
3205,South Melbourne,Victoria,VIC,-37.8333,144.9667,4
3206,Albert Park,Victoria,VIC,-37.8333,145,4
3206,Middle Park,Victoria,VIC,-37.8512,144.962,4
3207,Garden City,Victoria,VIC,-37.836,144.9183,4
3207,Port Melbourne,Victoria,VIC,-37.8396,144.9423,4
3211,Little River,Victoria,VIC,-37.9667,144.5,4
3212,Avalon,Victoria,VIC,-38.0239,144.4062,3
3212,Lara,Victoria,VIC,-38.0239,144.4062,4
3212,Point Wilson,Victoria,VIC,-38.0239,144.4062,3
3213,Anakie,Victoria,VIC,-37.9167,144.25,4
3213,Moorabool,Victoria,VIC,-38.0833,144.3,4
3213,Lovely Banks,Victoria,VIC,-38.0667,144.3333,4
3213,Batesford,Victoria,VIC,-38.1,144.2833,4
3214,Norlane,Victoria,VIC,-38.1014,144.3542,4
3214,North Shore,Victoria,VIC,-38.1,144.3667,4
3214,Corio,Victoria,VIC,-38.0833,144.3833,4
3215,Geelong North,Victoria,VIC,-38.1,144.3667,3
3215,Bell Post Hill,Victoria,VIC,-38.0956,144.3197,4
3215,North Geelong,Victoria,VIC,-38.1095,144.3513,4
3215,Rippleside,Victoria,VIC,-38.1257,144.355,4
3215,Hamlyn Heights,Victoria,VIC,-38.1211,144.328,4
3215,Drumcondra,Victoria,VIC,-38.1302,144.3538,4
3215,Bell Park,Victoria,VIC,-38.1079,144.3384,4
3216,Highton,Victoria,VIC,-38.1706,144.3114,4
3216,Belmont,Victoria,VIC,-38.1748,144.3428,4
3216,Freshwater Creek,Victoria,VIC,-38.2667,144.2833,4
3216,Grovedale East,Victoria,VIC,-38.2113,144.3244,3
3216,Mount Duneed,Victoria,VIC,-38.2409,144.3375,4
3216,Marshall,Victoria,VIC,-38.2,144.3667,4
3216,Wandana Heights,Victoria,VIC,-38.1758,144.3039,4
3216,Grovedale,Victoria,VIC,-38.2,144.35,4
3216,Waurn Ponds,Victoria,VIC,-38.2167,144.2833,4
3217,Deakin University,Victoria,VIC,-38.1974,144.3023,3
3217,Mount Duneed,Victoria,VIC,-38.2409,144.3375,4
3217,Freshwater Creek,Victoria,VIC,-38.2667,144.2833,4
3217,Charlemont,Victoria,VIC,-38.2187,144.3677,4
3217,Armstrong Creek,Victoria,VIC,-38.2312,144.3737,4
3218,Fyansford,Victoria,VIC,-38.1333,144.3167,4
3218,Stonehaven,Victoria,VIC,-38.1236,144.2291,4
3218,Geelong West,Victoria,VIC,-38.1389,144.3484,4
3218,Manifold Heights,Victoria,VIC,-38.1376,144.3337,4
3218,Herne Hill,Victoria,VIC,-38.1343,144.3241,4
3218,Murgheboluc,Victoria,VIC,-38.0833,144.1333,4
3219,Thomson,Victoria,VIC,-38.1698,144.3789,4
3219,St Albans Park,Victoria,VIC,-38.188,144.3921,4
3219,Newcomb,Victoria,VIC,-38.1662,144.3943,4
3219,East Geelong,Victoria,VIC,-38.1557,144.372,4
3219,Whittington,Victoria,VIC,-38.1808,144.3932,4
3219,Breakwater,Victoria,VIC,-38.1799,144.3676,4
3220,South Geelong,Victoria,VIC,-38.1619,144.3556,4
3220,Bareena,Victoria,VIC,-38.1505,144.3479,3
3220,Newtown,Victoria,VIC,-38.1539,144.3351,4
3220,Geelong,Victoria,VIC,-38.1471,144.3607,4
3221,Murgheboluc,Victoria,VIC,-38.0833,144.1333,4
3221,Fyansford,Victoria,VIC,-38.1333,144.3167,4
3221,Stonehaven,Victoria,VIC,-38.1236,144.2291,4
3221,Batesford,Victoria,VIC,-38.1,144.2833,4
3221,Gnarwarre,Victoria,VIC,-38.1667,144.15,4
3221,Moolap,Victoria,VIC,-38.1833,144.4333,4
3221,Bellarine,Victoria,VIC,-38.1333,144.6167,4
3221,Geelong Mc,Victoria,VIC,-38.2043,144.223,3
3221,Ceres,Victoria,VIC,-38.1667,144.2667,4
3221,Staughton Vale,Victoria,VIC,-37.85,144.2833,4
3221,Wongarra,Victoria,VIC,-38.7167,143.75,4
3221,Moorabool,Victoria,VIC,-38.0833,144.3,4
3221,Anakie,Victoria,VIC,-37.9167,144.25,4
3221,Barrabool,Victoria,VIC,-38.1667,144.2263,4
3221,Kennett River,Victoria,VIC,-38.6685,143.8584,4
3221,Wye River,Victoria,VIC,-38.6333,143.8833,4
3221,Wallington,Victoria,VIC,-38.2,144.4833,4
3221,Lovely Banks,Victoria,VIC,-38.0667,144.3333,4
3222,Mannerim,Victoria,VIC,-38.2167,144.5833,4
3222,Drysdale,Victoria,VIC,-38.1724,144.5699,4
3222,Marcus Hill,Victoria,VIC,-38.25,144.5667,4
3222,Clifton Springs,Victoria,VIC,-38.1567,144.5551,4
3222,Curlewis,Victoria,VIC,-38.1833,144.4833,4
3222,Wallington,Victoria,VIC,-38.2,144.4833,4
3223,St Leonards,Victoria,VIC,-38.1705,144.718,4
3223,Indented Head,Victoria,VIC,-38.1431,144.7134,4
3223,Bellarine,Victoria,VIC,-38.1333,144.6167,4
3223,Portarlington,Victoria,VIC,-38.1154,144.6556,4
3224,Leopold,Victoria,VIC,-38.19,144.4682,4
3224,Moolap,Victoria,VIC,-38.1833,144.4333,4
3225,Point Lonsdale,Victoria,VIC,-38.2817,144.6105,4
3225,Queenscliff,Victoria,VIC,-38.2679,144.6619,4
3225,Swan Island,Victoria,VIC,-35.4034,143.6912,4
3225,Swan Bay,Victoria,VIC,-38.2756,144.631,3
3226,Ocean Grove,Victoria,VIC,-38.2653,144.5147,4
3227,Connewarre,Victoria,VIC,-38.2667,144.4,4
3227,Breamlea,Victoria,VIC,-38.2597,144.4509,3
3227,Barwon Heads,Victoria,VIC,-38.2653,144.5147,4
3228,Bellbrae,Victoria,VIC,-38.3333,144.2667,4
3228,Torquay,Victoria,VIC,-38.3308,144.3264,4
3228,Bells Beach,Victoria,VIC,-38.3751,144.2564,4
3228,Jan Juc,Victoria,VIC,-38.3445,144.2952,4
3230,Anglesea,Victoria,VIC,-38.4073,144.1859,4
3231,Aireys Inlet,Victoria,VIC,-38.464,144.1039,4
3231,Eastern View,Victoria,VIC,-38.4595,144.0909,3
3231,Fairhaven,Victoria,VIC,-38.35,145.2833,4
3231,Big Hill,Victoria,VIC,-38.407,144.6936,3
3231,Moggs Creek,Victoria,VIC,-38.4595,144.0909,3
3232,Lorne,Victoria,VIC,-38.5404,143.9764,4
3233,Apollo Bay,Victoria,VIC,-38.7594,143.6722,4
3233,Cape Otway,Victoria,VIC,-38.85,143.5167,4
3233,Skenes Creek North,Victoria,VIC,-38.7803,143.6403,3
3233,Marengo,Victoria,VIC,-38.7783,143.6555,4
3233,Petticoat Creek,Victoria,VIC,-38.7803,143.6403,3
3233,Skenes Creek,Victoria,VIC,-38.7333,143.7167,4
3234,Grey River,Victoria,VIC,-38.6622,143.8466,3
3234,Wye River,Victoria,VIC,-38.6333,143.8833,4
3234,Wongarra,Victoria,VIC,-38.7167,143.75,4
3234,Separation Creek,Victoria,VIC,-38.6304,143.8945,4
3234,Sugarloaf,Victoria,VIC,-38.6622,143.8466,3
3234,Kennett River,Victoria,VIC,-38.6685,143.8584,4
3235,Deans Marsh,Victoria,VIC,-38.4,143.8667,4
3235,Boonah,Victoria,VIC,-38.4167,143.9333,4
3235,Pennyroyal,Victoria,VIC,-38.4167,143.85,4
3235,Benwerrin,Victoria,VIC,-38.4111,143.8833,3
3236,Mount Sabine,Victoria,VIC,-38.6333,143.7167,4
3236,Forrest,Victoria,VIC,-38.5167,143.7167,4
3237,Beech Forest,Victoria,VIC,-38.6366,143.5678,4
3237,Wattle Hill,Victoria,VIC,-38.7833,143.25,4
3237,Aire Valley,Victoria,VIC,-38.703,143.5728,4
3237,Wyelangta,Victoria,VIC,-38.6333,143.4667,4
3237,Ferguson,Victoria,VIC,-38.631,143.5258,4
3237,Gellibrand Lower,Victoria,VIC,-38.7167,143.25,4
3237,Yuulong,Victoria,VIC,-38.6722,143.4278,3
3237,Weeaproinah,Victoria,VIC,-38.6333,143.5,4
3238,Johanna,Victoria,VIC,-38.756,143.3893,4
3238,Lavers Hill,Victoria,VIC,-38.6667,143.4,4
3238,Hordern Vale,Victoria,VIC,-38.7782,143.5004,4
3238,Glenaire,Victoria,VIC,-38.7333,143.4278,3
3239,Chapple Vale,Victoria,VIC,-38.6333,143.3167,4
3239,Carlisle River,Victoria,VIC,-38.5667,143.3833,4
3239,Kennedys Creek,Victoria,VIC,-38.6,143.25,4
3239,Gellibrand,Victoria,VIC,-38.5167,143.5333,4
3240,Moriac,Victoria,VIC,-38.2409,144.1748,4
3240,Modewarre,Victoria,VIC,-38.25,144.1333,4
3240,Buckley,Victoria,VIC,-38.2333,144.1,4
3240,Mount Moriac,Victoria,VIC,-38.2167,144.1833,4
3240,Paraparap,Victoria,VIC,-38.2504,144.139,3
3240,Gherang,Victoria,VIC,-38.3113,144.1034,4
3241,Wensleydale,Victoria,VIC,-38.35,144.0333,4
3241,Winchelsea,Victoria,VIC,-38.2448,143.9832,4
3241,Bambra,Victoria,VIC,-38.3667,143.9333,4
3241,Ombersley,Victoria,VIC,-38.3154,144,3
3241,Winchelsea South,Victoria,VIC,-38.3154,144,3
3241,Wurdiboluc,Victoria,VIC,-38.3,144.05,4
3242,Birregurra,Victoria,VIC,-38.3368,143.7847,4
3243,Whoorel,Victoria,VIC,-38.3667,143.8167,4
3243,Murroon,Victoria,VIC,-38.4333,143.8167,4
3243,Gerangamete,Victoria,VIC,-38.45,143.7333,4
3243,Barwon Downs,Victoria,VIC,-38.4667,143.75,4
3243,Warncoort,Victoria,VIC,-38.3167,143.7167,4
3249,Barongarook,Victoria,VIC,-38.4167,143.6,4
3249,Swan Marsh,Victoria,VIC,-38.3667,143.3833,4
3249,Dreeite,Victoria,VIC,-38.1833,143.5167,4
3249,Barongarook West,Victoria,VIC,-38.364,143.5632,3
3249,Yeo,Victoria,VIC,-38.4167,143.7,4
3249,Dreeite South,Victoria,VIC,-38.364,143.5632,3
3249,Larpent,Victoria,VIC,-38.35,143.5,4
3249,Coragulac,Victoria,VIC,-38.2667,143.5333,4
3249,Irrewarra,Victoria,VIC,-38.3167,143.6333,4
3249,Pirron Yallock,Victoria,VIC,-38.35,143.4333,4
3249,Tanybryn,Victoria,VIC,-38.65,143.7167,4
3249,Pomborneit East,Victoria,VIC,-38.364,143.5632,3
3249,Yeodene,Victoria,VIC,-38.4167,143.7,4
3249,Corunnun,Victoria,VIC,-38.3019,143.5942,3
3249,Warrion,Victoria,VIC,-38.2333,143.5667,4
3249,Wool Wool,Victoria,VIC,-38.25,143.4167,4
3249,Ondit,Victoria,VIC,-38.25,143.6333,4
3249,Irrewillipe East,Victoria,VIC,-38.364,143.5632,3
3249,Gerangamete,Victoria,VIC,-38.45,143.7333,4
3249,Balintore,Victoria,VIC,-38.364,143.5632,3
3249,Nalangil,Victoria,VIC,-38.3,143.45,4
3249,Kawarren,Victoria,VIC,-38.4833,143.5833,4
3249,Irrewillipe,Victoria,VIC,-38.4,143.4167,4
3249,Barramunga,Victoria,VIC,-38.5833,143.6833,4
3249,Alvie,Victoria,VIC,-38.2333,143.5,4
3250,Colac West,Victoria,VIC,-38.3445,143.5841,3
3250,Colac East,Victoria,VIC,-38.3445,143.5841,3
3250,Colac,Victoria,VIC,-38.339,143.5849,4
3250,Elliminyt,Victoria,VIC,-38.35,143.5833,4
3251,Cundare North,Victoria,VIC,-38.1167,143.5667,4
3251,Cundare,Victoria,VIC,-38.1167,143.5667,4
3251,Weering,Victoria,VIC,-38.1,143.6333,4
3251,Beeac,Victoria,VIC,-38.1938,143.6413,4
3251,Eurack,Victoria,VIC,-38.15,143.7,4
3254,Cororooke,Victoria,VIC,-38.2833,143.5167,4
3260,Kariah,Victoria,VIC,-38.1833,143.2167,4
3260,Gnotuk,Victoria,VIC,-38.2167,143.1167,4
3260,Carpendeit,Victoria,VIC,-38.3833,143.2667,4
3260,Pomborneit North,Victoria,VIC,-38.2612,143.2241,3
3260,Bostocks Creek,Victoria,VIC,-38.3,143.1167,4
3260,Pomborneit,Victoria,VIC,-38.3,143.3,4
3260,Weerite,Victoria,VIC,-38.25,143.25,4
3260,Koallah,Victoria,VIC,-38.2612,143.2241,3
3260,Leslie Manor,Victoria,VIC,-38.1333,143.3833,4
3260,Camperdown,Victoria,VIC,-38.2339,143.1498,4
3260,Tandarook,Victoria,VIC,-38.2612,143.2241,3
3260,South Purrumbete,Victoria,VIC,-38.35,143.2167,4
3260,Tesbury,Victoria,VIC,-38.2612,143.2241,3
3260,Skibo,Victoria,VIC,-38.2612,143.2241,3
3260,Chocolyn,Victoria,VIC,-38.2612,143.2241,3
3260,Bookaar,Victoria,VIC,-38.2612,143.2241,3
3260,Bungador,Victoria,VIC,-38.2512,143.2045,3
3260,Stonyford,Victoria,VIC,-38.2512,143.2045,3
3264,Terang,Victoria,VIC,-38.2408,142.9212,4
3265,Boorcan,Victoria,VIC,-38.2167,143.0167,4
3265,Noorat East,Victoria,VIC,-38.2472,142.8397,3
3265,Kolora,Victoria,VIC,-38.1333,142.9167,4
3265,The Sisters,Victoria,VIC,-38.2,142.7833,4
3265,Ellerslie,Victoria,VIC,-38.15,142.7,4
3265,Taroon,Victoria,VIC,-38.2472,142.8397,3
3265,Dixie,Victoria,VIC,-38.3,142.9333,4
3265,Garvoc,Victoria,VIC,-38.3,142.8333,4
3265,Glenormiston South,Victoria,VIC,-38.1833,142.9667,4
3265,Framlingham East,Victoria,VIC,-38.2,142.7,4
3265,Laang,Victoria,VIC,-38.3667,142.8167,4
3265,Panmure,Victoria,VIC,-38.3333,142.7333,4
3265,Cudgee,Victoria,VIC,-38.35,142.65,4
3265,Noorat,Victoria,VIC,-38.1916,142.9287,4
3265,Glenormiston North,Victoria,VIC,-38.15,142.9833,4
3265,Ecklin South,Victoria,VIC,-38.4,142.9167,4
3265,Framlingham,Victoria,VIC,-38.2333,142.7167,4
3266,Jancourt East,Victoria,VIC,-38.4143,143.1039,3
3266,Elingamite North,Victoria,VIC,-38.35,143.0167,4
3266,Elingamite,Victoria,VIC,-38.3833,143.0167,4
3266,Simpson,Victoria,VIC,-38.5022,143.2501,4
3266,Bullaharre,Victoria,VIC,-38.3753,143.0622,3
3266,Jancourt,Victoria,VIC,-38.3667,143.1,4
3266,Cobrico,Victoria,VIC,-38.3,143.0333,4
3266,Naroghid,Victoria,VIC,-38.3753,143.0622,3
3266,Glenfyne,Victoria,VIC,-38.4,142.9833,4
3266,Cobden,Victoria,VIC,-38.3286,143.0748,4
3267,Scotts Creek,Victoria,VIC,-38.4333,143.05,4
3268,Nirranda,Victoria,VIC,-38.5,142.7833,4
3268,Nullawarre,Victoria,VIC,-38.4667,142.7667,4
3268,Timboon,Victoria,VIC,-38.4843,142.9803,4
3268,Newfield,Victoria,VIC,-38.5667,143.0167,4
3268,Ayrford,Victoria,VIC,-38.4249,142.8596,4
3268,Brucknell,Victoria,VIC,-38.45,142.9333,4
3268,Nirranda South,Victoria,VIC,-38.4987,142.9281,3
3268,Heytesbury Lower,Victoria,VIC,-38.5667,142.9333,4
3268,Curdie Vale,Victoria,VIC,-38.5167,142.8333,4
3268,The Cove,Victoria,VIC,-38.4987,142.9281,3
3268,Curdievale,Victoria,VIC,-38.4987,142.9281,3
3268,Cowleys Creek,Victoria,VIC,-38.5,143,4
3268,Curdies River,Victoria,VIC,-38.45,142.9667,4
3268,Cooriemungle,Victoria,VIC,-38.5597,143.1363,4
3268,Nirranda East,Victoria,VIC,-38.4987,142.9281,3
3268,Nullawarre North,Victoria,VIC,-38.4987,142.9281,3
3268,Timboon West,Victoria,VIC,-38.4987,142.9281,3
3268,Paaratte,Victoria,VIC,-38.4987,142.9281,3
3269,Princetown,Victoria,VIC,-38.6833,143.15,4
3269,Port Campbell,Victoria,VIC,-38.6192,142.9958,4
3269,Waarre,Victoria,VIC,-38.6513,143.0729,3
3270,Peterborough,Victoria,VIC,-38.6035,142.8733,4
3271,Dundonnell,Victoria,VIC,-37.85,142.9833,4
3271,Darlington,Victoria,VIC,-38,143.05,4
3271,Pura Pura,Victoria,VIC,-37.8167,143.0833,4
3272,Mortlake,Victoria,VIC,-38.081,142.8083,4
3272,Woorndoo,Victoria,VIC,-37.9,142.8167,4
3273,Hexham,Victoria,VIC,-38,142.7,4
3274,Caramut,Victoria,VIC,-37.95,142.5167,4
3275,Mailer Flat,Victoria,VIC,-38.2876,142.4615,3
3275,Mailors Flat,Victoria,VIC,-38.3,142.4667,4
3276,Minjah,Victoria,VIC,-38.2,142.4333,3
3276,Woolsthorpe,Victoria,VIC,-38.2,142.4333,4
3277,Mepunga East,Victoria,VIC,-38.45,142.7333,4
3277,Allansford,Victoria,VIC,-38.3864,142.5943,4
3277,Naringal East,Victoria,VIC,-38.4216,142.6902,3
3277,Naringal,Victoria,VIC,-38.4,142.7,4
3277,Mepunga,Victoria,VIC,-38.45,142.7333,4
3277,Mepunga West,Victoria,VIC,-38.4216,142.6902,3
3278,Purnim,Victoria,VIC,-38.2833,142.6333,4
3278,Purnim West,Victoria,VIC,-38.2833,142.6333,3
3279,Wangoom,Victoria,VIC,-38.3333,142.5833,4
3279,Ballangeich,Victoria,VIC,-38.2167,142.6667,4
3280,Warrnambool,Victoria,VIC,-38.3818,142.488,4
3280,Dennington,Victoria,VIC,-38.3667,142.45,4
3281,Grassmere,Victoria,VIC,-38.2833,142.5333,4
3281,Woodford,Victoria,VIC,-38.3167,142.4667,4
3281,Bushfield,Victoria,VIC,-38.3333,142.5167,4
3281,Winslow,Victoria,VIC,-38.2333,142.45,4
3282,Koroit,Victoria,VIC,-38.2918,142.3673,4
3282,Illowa,Victoria,VIC,-38.3333,142.4167,4
3283,Warrong,Victoria,VIC,-38.2333,142.3667,4
3283,Crossley,Victoria,VIC,-38.3,142.3333,4
3283,Tower Hill,Victoria,VIC,-38.3333,142.35,4
3283,Yangery,Victoria,VIC,-38.3167,142.4167,4
3283,Southern Cross,Victoria,VIC,-38.3,142.4,4
3283,Yarpturk,Victoria,VIC,-38.3,142.4333,4
3283,Killarney,Victoria,VIC,-38.35,142.3333,4
3283,Tarrone,Victoria,VIC,-38.2852,142.3574,3
3283,Kirkstall,Victoria,VIC,-38.2667,142.3167,4
3283,Willatook,Victoria,VIC,-38.1667,142.2667,4
3284,Port Fairy,Victoria,VIC,-38.3853,142.2371,4
3284,Orford,Victoria,VIC,-38.2035,142.1009,4
3285,Yambuk,Victoria,VIC,-38.3156,142.0651,4
3285,Codrington,Victoria,VIC,-38.2667,141.9667,4
3285,Rosebrook,Victoria,VIC,-38.3536,142.2545,4
3285,St Helens,Victoria,VIC,-38.2395,141.9049,3
3285,Narrawong,Victoria,VIC,-38.25,141.7167,4
3285,Toolong,Victoria,VIC,-38.2395,141.9049,3
3285,Tyrendarra,Victoria,VIC,-38.2167,141.7833,4
3285,Tyrendarra East,Victoria,VIC,-38.25,141.9,4
3286,Warrabkook,Victoria,VIC,-38,142.0167,4
3286,Macarthur,Victoria,VIC,-38.0339,142.0018,4
3286,Condah Swamp,Victoria,VIC,-38.0113,141.9617,3
3286,Knebsworth,Victoria,VIC,-38,141.8667,4
3287,Minhamite,Victoria,VIC,-37.9833,142.35,4
3287,Hawkesdale,Victoria,VIC,-38.1167,142.3167,4
3289,Gazette,Victoria,VIC,-37.8751,142.2913,3
3289,Tabor,Victoria,VIC,-37.8333,142.2,4
3289,Gerrigerrup,Victoria,VIC,-37.8751,142.2913,3
3289,Penshurst,Victoria,VIC,-37.8753,142.2907,4
3289,Purdeet,Victoria,VIC,-37.9167,142.3833,4
3292,Nelson,Victoria,VIC,-38.05,141.0167,4
3293,Glenthompson,Victoria,VIC,-37.7187,142.5402,1
3293,Narrapumelap South,Victoria,VIC,-37.7187,142.5402,1
3293,Nareeb,Victoria,VIC,-37.6555,142.0879,1
3294,Moutajup,Victoria,VIC,-37.6667,142.2333,4
3294,Victoria Point,Victoria,VIC,-37.5766,142.3021,3
3294,Mirranatwa,Victoria,VIC,-37.4167,142.4167,4
3294,Woodhouse,Victoria,VIC,-37.5766,142.3021,3
3294,Dunkeld,Victoria,VIC,-37.6499,142.3439,4
3294,Karabeal,Victoria,VIC,-37.6,142.1833,4
3294,Victoria Valley,Victoria,VIC,-37.55,142.3333,4
3300,Hamilton,Victoria,VIC,-37.7442,142.022,4
3300,Byaduk North,Victoria,VIC,-37.8928,141.9553,4
3301,Yatchaw,Victoria,VIC,-37.8167,142.1,4
3301,Wannon,Victoria,VIC,-37.6667,141.8333,4
3301,Croxton East,Victoria,VIC,-37.8,142.2167,4
3301,Mount Napier,Victoria,VIC,-37.7904,142.0065,3
3301,Bochara,Victoria,VIC,-37.7,141.9333,4
3301,Tahara,Victoria,VIC,-37.7333,141.7,4
3301,Tarrington,Victoria,VIC,-37.7667,142.1,4
3301,Hensley Park,Victoria,VIC,-37.7904,142.0065,3
3301,Byaduk,Victoria,VIC,-37.9523,141.9552,4
3301,Warrayure,Victoria,VIC,-37.6833,142.15,4
3301,Broadwater,Victoria,VIC,-38.1253,142.0497,4
3301,Morgiana,Victoria,VIC,-37.7904,142.0065,3
3301,Strathkellar,Victoria,VIC,-37.7,142.1,4
3301,Yulecart,Victoria,VIC,-37.7475,141.9389,4
3301,Buckley Swamp,Victoria,VIC,-37.7904,142.0065,3
3302,Grassdale,Victoria,VIC,-37.8,141.65,4
3302,Branxholme,Victoria,VIC,-37.8667,141.8,4
3303,Condah,Victoria,VIC,-37.95,141.75,4
3303,Wallacedale,Victoria,VIC,-37.9333,141.8,4
3303,Breakaway Creek,Victoria,VIC,-38.0167,141.8,4
3303,Lake Condah,Victoria,VIC,-38.1167,141.8,4
3303,Hotspur,Victoria,VIC,-37.9333,141.5667,4
3304,Heywood,Victoria,VIC,-38.1329,141.6295,4
3304,Drik Drik,Victoria,VIC,-38,141.3,4
3304,Drumborg,Victoria,VIC,-38.0833,141.6,4
3304,Mumbannar,Victoria,VIC,-37.9269,141.1875,4
3304,Myamyn,Victoria,VIC,-38,141.7333,4
3304,Lyons,Victoria,VIC,-38.0167,141.4667,4
3304,Dartmoor,Victoria,VIC,-37.9222,141.2749,4
3304,Greenwald,Victoria,VIC,-37.9667,141.3667,4
3304,Winnap,Victoria,VIC,-37.95,141.3167,4
3304,Bessiebelle,Victoria,VIC,-38.15,141.9667,4
3304,Homerton,Victoria,VIC,-38.1333,141.7833,4
3304,Milltown,Victoria,VIC,-38.05,141.7167,4
3305,Mount Richmond,Victoria,VIC,-38.2019,141.3416,4
3305,Cape Bridgewater,Victoria,VIC,-38.3705,141.3995,4
3305,Bolwarra,Victoria,VIC,-38.2833,141.6167,4
3305,Portland,Victoria,VIC,-38.3462,141.6026,4
3305,Gorae,Victoria,VIC,-38.2333,141.55,4
3305,Allestree,Victoria,VIC,-38.2833,141.65,4
3305,Gorae West,Victoria,VIC,-38.25,141.4833,4
3305,Cashmore,Victoria,VIC,-38.3116,141.4774,4
3305,Portland West,Victoria,VIC,-38.354,141.574,4
3305,Portland North,Victoria,VIC,-38.2855,141.5377,3
3305,Dutton Way,Victoria,VIC,-38.2855,141.5377,3
3305,Heathmere,Victoria,VIC,-38.2167,141.6167,4
3309,Digby,Victoria,VIC,-37.8,141.5333,4
3310,Merino,Victoria,VIC,-37.7205,141.5483,4
3310,Tahara West,Victoria,VIC,-37.7205,141.5483,3
3311,Casterton,Victoria,VIC,-37.5849,141.403,4
3311,Corndale,Victoria,VIC,-37.5849,141.403,3
3312,Lindsay,Victoria,VIC,-37.6333,140.9667,4
3312,Bahgallah,Victoria,VIC,-37.6333,141.3833,4
3312,Lake Mundi,Victoria,VIC,-37.55,141,4
3312,Dunrobin,Victoria,VIC,-37.4799,141.2923,3
3312,Powers Creek,Victoria,VIC,-37.2,141.2833,4
3312,Henty,Victoria,VIC,-37.6667,141.5167,4
3312,Wando Vale,Victoria,VIC,-37.5167,141.45,4
3312,Nangeela,Victoria,VIC,-37.4799,141.2923,3
3312,Carapook,Victoria,VIC,-37.55,141.5333,4
3312,Warrock,Victoria,VIC,-37.4799,141.2923,3
3312,Brimboal,Victoria,VIC,-37.3833,141.4,4
3312,Killara,Victoria,VIC,-37.75,145.5,4
3312,Poolaijelo,Victoria,VIC,-37.2324,141.0988,4
3312,Sandford,Victoria,VIC,-37.6167,141.4333,4
3312,Strathdownie,Victoria,VIC,-37.7333,141.1833,4
3312,Chetwynd,Victoria,VIC,-37.2833,141.4167,4
3312,Dorodong,Victoria,VIC,-37.3332,141.0697,4
3312,Dergholm,Victoria,VIC,-37.3833,141.2167,4
3312,Wando Bridge,Victoria,VIC,-37.4833,141.4333,4
3314,Mooralla,Victoria,VIC,-37.4,142.1333,4
3314,Grampians,Victoria,VIC,-37.0297,142.4986,4
3314,Cavendish,Victoria,VIC,-37.5167,142.0333,4
3314,Glenisla,Victoria,VIC,-37.2333,142.1667,4
3314,Bulart,Victoria,VIC,-37.55,141.95,4
3315,Nareen,Victoria,VIC,-37.3833,141.5667,4
3315,Paschendale,Victoria,VIC,-37.6667,141.6,4
3315,Konongwootong,Victoria,VIC,-37.5333,141.6833,4
3315,Tarrenlea,Victoria,VIC,-37.6833,141.7333,4
3315,Muntham,Victoria,VIC,-37.5833,141.5667,4
3315,Tahara Bridge,Victoria,VIC,-37.4943,141.6909,3
3315,Tarrayoukyan,Victoria,VIC,-37.3167,141.5833,4
3315,Clover Flat,Victoria,VIC,-37.4943,141.6909,3
3315,Gritjurk,Victoria,VIC,-37.5833,141.7667,4
3315,Brit Brit,Victoria,VIC,-37.4333,141.7667,4
3315,Coleraine,Victoria,VIC,-37.5983,141.6912,4
3315,Coojar,Victoria,VIC,-37.4943,141.6909,3
3315,Melville Forest,Victoria,VIC,-37.5,141.8667,4
3315,Gringegalgona,Victoria,VIC,-37.4167,141.8167,4
3315,Culla,Victoria,VIC,-37.2333,141.65,4
3315,Hilgay,Victoria,VIC,-37.4943,141.6909,3
3315,Wootong Vale,Victoria,VIC,-37.4943,141.6909,3
3317,Harrow,Victoria,VIC,-37.1667,141.6,4
3318,Edenhope,Victoria,VIC,-37.0365,141.2966,4
